step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
112,222,87.9769386464069,7850.1854439819,7490.09034415882,-132.414286908974,6535.6952942933,-5.32168896153146,37.372147793394,167.496490767515,40,0,0,0,0.686313932106139,2.09120424233784,0,0,1,
113,224,87.7132574371239,7849.20835042937,7489.11764165932,-131.258298446598,6521.00126654443,-5.33516299404232,37.4090799400232,167.657119744826,40,0,0,0,0.691586916684548,2.1713351056801,0,0,1,
114,226,87.4519368183306,7848.17896253942,7488.09253851131,-130.053398102366,6506.30905619383,-5.34873047491515,37.4457689423571,167.81790093577,40,0,0,-90.2406828058816,0.696844242240676,2.25368958124746,5.1589273134051,-10.1261327377205,2,
115,228,87.1930762471585,7847.0958036528,7487.01355243298,-128.797952464266,6491.61861586334,-5.3623908607254,37.4822082119085,167.978831991718,40,0,0,-90.0993626602704,0.70207676433708,2.33826334632994,5.16164515113753,-10.136460018186,2,
116,230,86.9367784385299,7845.95740192032,7485.87920588435,-127.490338807932,6476.93033333547,-5.37615043851003,37.5184090194864,168.139910708778,40,0,0,-89.9569061999762,0.707274098311682,2.42504193924441,5.17445677779572,-10.1668711737068,2,
117,232,86.6831493377872,7844.76229082762,7484.68802658658,-126.128951833306,6462.24384170338,-5.38999506884001,37.5543594111104,168.30113560079,40,0,0,-89.81004229699,0.712424082348798,2.51400908161599,5.18728441165911,-10.1975923154498,2,
118,234,86.4322980745444,7843.50901246241,7483.4385508091,-124.712215618963,6447.5596788731,-5.40394305556211,37.5900625632927,168.462504411666,40,0,0,-89.6586980368688,0.717515215827895,2.6051238044268,5.20012607537102,-10.22862661301,2,
119,236,86.1843368810508,7842.19613722308,7482.12934310043,-123.238601485972,6432.87781716338,-5.41798862187652,37.6255163869895,168.624014963728,40,0,0,-89.5027946548085,0.722534210700405,2.69834960906712,5.21298036260951,-10.2599781381786,2,
120,238,85.9393810065212,7840.82224951846,7480.75898200266,-121.706626349718,6418.19843949211,-5.43213265879694,37.6607250282899,168.785664881476,40,0,0,-89.3422445999757,0.727467929392201,2.79363494662194,5.22584567661498,-10.2916504261738,2,
121,240,85.697548598445,7839.38596693942,7479.32607925032,-120.114876455156,6403.52148966951,-5.44637475699262,37.6956837167285,168.947452363336,40,0,0,-89.1769530271933,0.732302918682009,2.89092494679665,5.23872068725506,-10.323647277623,2,
122,242,85.4589605633812,7837.88593706003,7477.82927658008,-118.462008363285,6388.84722844721,-5.46072071306781,37.7303929436499,169.109374792347,40,0,0,-89.0068150535974,0.737024720117145,2.99015160911211,5.25160378779576,-10.3559716952465,2,
123,244,85.2237404023884,7836.32085621526,7476.26726451234,-116.746771041229,6374.17576764331,-5.47516397221284,37.7648489019708,169.271429860008,40,0,0,-88.8317204896065,0.741620556277138,3.09123719816721,5.26449356994484,-10.3886267240016,2,
124,246,84.9920140346531,7834.68945338069,7474.63876629003,-114.968003963858,6359.50736679702,-5.48971724529002,37.7990520947803,169.433615377492,40,0,0,-88.6515478320901,0.746076634065869,3.19410080327891,5.27738851744853,-10.4216149133479,2,
125,248,84.7639095791299,7832.99052807784,7472.94257577081,-113.124670984442,6344.84210035719,-5.50436870396544,37.8330076811367,169.595928842079,40,0,0,-88.4661684347741,0.750378910647031,3.2986064951256,5.29028737762121,-10.4549388677103,2,
126,250,84.539557084877,7831.22294777276,7471.17755486767,-111.215869633875,6330.17988293722,-5.51911724268348,37.8667054776781,169.758367898473,40,0,0,-88.2754538231181,0.754517052581983,3.40469099734833,5.30318914080993,-10.4886012115193,2,
127,252,84.3190883401399,7829.38558388063,7469.34256951399,-109.240756810619,6315.5212297028,-5.5339774097193,37.9001496963203,169.920929746893,40,0,0,-88.0792703758979,0.758484149575943,3.51234838462182,5.3160922081543,-10.5226032326785,2,
128,254,84.1026367543628,7827.47731846069,7467.43649635477,-107.198558300385,6300.86611597278,-5.54894124138537,37.9333445671855,170.083612059204,40,0,0,-87.8774934399461,0.762279958462261,3.62147158209742,5.32899554681784,-10.556947128873,2,
129,256,83.8903372016903,7825.49705621586,7465.45823477225,-105.088586404363,6286.21448027118,-5.56399503758809,37.9662781676391,170.246412351296,40,0,0,-87.6699032446568,0.765873734849375,3.73225988108072,5.3418982033513,-10.5916349819464,2,
130,258,83.6823258351274,7823.44373567113,7463.40671809534,-102.910254018809,6271.5669101986,-5.57909222409901,37.9989582441492,170.409327511626,40,0,0,-87.4564020788649,0.769281948459007,3.84438372436302,5.35479861057918,-10.6266673297203,2,
131,260,83.4787398596797,7821.31635135989,7461.28093579538,-100.663098342038,6256.92326843797,-5.59435824759831,38.03138107662,170.572355532252,40,0,0,-87.2368047027019,0.772491515889966,3.95782027610274,5.36769601997197,-10.6620458921076,2,
132,262,83.2797172734374,7819.11396461741,7459.07994429767,-98.3467928233624,6242.2837781458,-5.60977263307528,38.0635499563329,170.735493494901,40,0,0,-87.0109421848294,0.775497111076418,4.07244066629252,5.38058940331848,-10.6977713424237,2,
